17765013,coursera,2
17765013,scaladays,5
17765013,scala,16
17765013,streams,1
17765013,scalajs,1
17765013,progfun,3
17765013,scalax,1
17765013,community,1
17765013,ampcamp,1
17765013,scalaide,1
17765013,intellijidea,1
17765013,reactive,1
17765013,awesomeness,1
17765013,spark,1
17765013,argghhh,1
17765013,houseofcards3,1
17765013,scalamatsuri,1
14451677,dousproud,1
14451677,ophan,3
14451677,eurovision,5
14451677,databeat,1
14451677,civicmedia,1
14451677,ona14,5
14451677,websummit,1
14451677,docker,1
14451677,aweurope,2
14451677,analytics,1
14451677,dirtypigeons,1
14451677,ona14stats,4
14451677,playframework,1
14451677,producttank,1
14451677,italy,1
160171917,youtube,1
160171917,github,1
160171917,scaladays,2
160171917,skiing,1
160171917,m2eclipse,2
160171917,scala,23
160171917,android,1
160171917,f1,1
160171917,akka,4
160171917,eclipse,9
160171917,crashedice,1
160171917,scalaide,20
160171917,java8,1
160171917,giter8,1
160171917,gpaustralia,1
160171917,typesafe,2
160171917,verbier,1
160171917,playframework,5
160171917,perl,1
160171917,devoxxfr,1
160171917,totd,1
160171917,scalatest,1
6345572,politics,1
6345572,scala,1
6345572,clojure,1
6345572,erlang,1
6345572,fuckfrance,1
6345572,lollipop,1
6345572,ikea,1
6345572,rentrée,1
6345572,colissimo,1
6345572,codemesh,1
6345572,fsharp,1
6345572,yow14,1
6345572,kindle,1
6345572,faz,1
6345572,haskell,1
6345572,hamburg,1
6345572,surprise,1
6345572,ocaml,1
6345572,nexus5,1
6345572,murmuration,1
6345572,akka,3
6345572,lollipopupdate,1
6345572,lrt,1
6345572,fiftyshades,1
6345572,academicwithcats,1
6345572,w,1
6345572,inbox,1
1238971100,scaladays,1
1238971100,java,1
1238971100,scala,4
79906250,phillyete,1
79906250,caffeineonivdrip,1
79906250,terrifying,1
79906250,scaladays,14
79906250,scala,5
79906250,apachekafka,1
79906250,footballjoke,1
79906250,gotostartups,2
79906250,akka,4
79906250,mademyday,1
79906250,caltrain,8
79906250,sfscala,2
79906250,worldcupfever,1
79906250,caltrainismynemesis,1
79906250,reactivemanifesto,1
79906250,cassandra,1
79906250,giants,1
79906250,typesafe,1
79906250,apachespark,1
79906250,playframework,2
79906250,activator,1
79906250,highexpectations,1
46130870,datomic,16
46130870,scala,1
46130870,clojure,14
46130870,dijkstra,1
46130870,readitontheplane,1
46130870,clojure_conj,4
46130870,clojurewest,1
46130870,cognitect,1
46130870,gotochgo,1
46130870,coreasync,1
46130870,euroclojure,1
46130870,clojurex,1
14459351,kubernetes,9
14459351,openshift,1
14459351,simple,1
14459351,aurora,1
14459351,stunning,1
14459351,groovylang,1
14459351,iot,2
14459351,docker,4
14459351,java,1
14459351,elasticsearch,1
14459351,camel,2
14459351,googlecloud,1
14459351,craftconf,1
14459351,borglearnings,1
14459351,netty,1
14459351,netflixoss,1
14459351,efficiencyftw,1
14459351,camelboot,1
14459351,activemq,1
14459351,apachecamel,2
14459351,jooby,1
14459351,m2m,1
14459351,developersday,1
14459351,redhat,3
14459351,great,1
14459351,opensource,2
14459351,hawtio,2
14459351,containers,2
14459351,angularjs,1
14459351,amorselofcode,1
14459351,li,1
15177704,bvg,1
15177704,weilwirdichlieben,1
18160154,craft2015,1
18160154,bigdata,1
18160154,scala,6
18160154,hipster,1
18160154,influxdb,1
18160154,scalability,2
18160154,quotes,1
18160154,microservices,1
18160154,docker,1
18160154,mesos,1
18160154,functionalprogramming,1
18160154,quote,1
18160154,cslotd,1
18160154,java8,1
18160154,spark,1
18160154,geecon,1
18160154,craftconf,11
18160154,mongodb,1
18160154,resilience,1
18160154,slick,1
18160154,reactivestreams,1
18160154,jvm,1
18160154,spray,1
18160154,fluentconf,1
18160154,statsd,1
18160154,scalajs,3
18160154,akka,17
18160154,bigdatatechcon,1
18160154,jaxcon,2
18160154,actors,1
18160154,reactive,10
18160154,grafana,1
18160154,apachespark,1
18160154,playframework,1
18160154,conductr,2
18160154,longread,1
18160154,angularjs,1
18160154,reactivestream,1
18160154,themorningpaper,1
7773542,boston,1
7773542,omgkrk,1
7773542,scaladays,1
7773542,java,1
7773542,fpinscala,1
7773542,fp,1
39728206,play,1
39728206,macros,1
39728206,goreactive,1
39728206,scaladays,3
39728206,scala,9
39728206,jfokus,2
39728206,fivewordtechhorrors,1
39728206,streams,1
39728206,gce,1
39728206,parsing,1
39728206,sprayio,1
39728206,akka,29
39728206,livinginthearchipelago,1
39728206,reactive,1
39728206,java,2
39728206,lca2015,1
39728206,java8,2
39728206,kollektivtrafikenshus,1
39728206,http,1
39728206,typesafe,1
39728206,playframework,4
39728206,metaresistence,1
13240282,quote,1
13240282,backpressure,1
13240282,scala,2
13240282,lift,1
13240282,scalax,4
13240282,programming,1
12381352,reinventors,1
12381352,rhizo15,1
12381352,pdxtech,1
12381352,fedwiki,3
12381352,hacksummit,1
12381352,coilconversation,1
12381352,wikipedia,1
12381352,fedwikihappening,12
12381352,opened14,2
36203838,oracle,1
36203838,sbt,1
36203838,scala,8
36203838,nescala,2
36203838,clojure,2
36203838,railsconf,1
36203838,sun,1
36203838,ruby,1
36203838,fail,2
36203838,cufp,17
36203838,twitter,1
36203838,java,1
36203838,justsaying,1
36203838,sad,1
36203838,nomnomnom,1
36203838,lift,2
36203838,netbeans,1
36203838,agile,1
29444566,omgkrk,3
29444566,types,1
29444566,7daysofλ,3
29444566,sussexhour,2
29444566,spray,1
29444566,sbt,1
29444566,moretypes,1
29444566,lgpl,1
29444566,scala,8
29444566,ensime,1
29444566,shapeless,5
29444566,cats,1
29444566,idris,2
29444566,flatmap,2
29444566,brighton,1
18713,180000reasons,1
18713,nepal,1
18713,earthquake,1
18713,freddiegray,1
18713,soblessed,1
26864569,7daysofλ,1
26864569,scaladays,5
26864569,scala,1
26864569,scalajs,1
26864569,freedevmovieideas,1
26864569,heroesofscala,1
26864569,dsl,1
26864569,easy,1
54610272,reinvent,1
54610272,play,2
54610272,scaladays,7
54610272,bigdata,1
54610272,scala,16
54610272,seeyouthere,1
54610272,africanlivesmatter,1
54610272,flowcon,1
54610272,tweetforbowls,1
54610272,mesos,1
54610272,reactivemanifesto,1
54610272,java,1
54610272,elasticsearch,1
54610272,java8,2
54610272,spark,3
54610272,devops,1
54610272,rfra,1
54610272,itops,1
54610272,jamiesbeerhere,1
54610272,veteransdayiseveryday,1
54610272,goreactive,1
54610272,boycottindiana,1
54610272,gettingexcitednow,1
54610272,cometlanding,1
54610272,scalajs,1
54610272,akka,7
54610272,bigdatatechcon,1
54610272,jaxcon,1
54610272,reactive,7
54610272,mapreduce,1
54610272,opensource,1
54610272,typesafe,1
54610272,apachespark,1
54610272,conductr,1
54610272,playframework,3
54610272,letitbeknown,1
54610272,aws,1
54610272,baltimoreriots,1
19418890,scaladays,10
19418890,sbt,1
19418890,scala,7
19418890,nescala,1
19418890,akka,1
19418890,docker,1
19418890,javapackager,1
19418890,reactive,1
19418890,hackweek,1
19418890,biglifechange,1
19418890,lifechanged,1
19418890,playframework,1
3031548309,fml,2
3031548309,lmhtfy,1
3031548309,unreal,1
15224269,lookingformoreopportunitiestooffend,1
15224269,baltimore,1
15224269,ohgodthiswillnotendwell,1
15224269,akka,1
15224269,autism,1
15224269,actor,1
15224269,java,1
15224269,chezneward,1
15224269,officeforcats,1
15224269,priceless,1
15224269,cassandra,1
15224269,codemash,1
14870980,intrologic,1
71042068,gotoprg,1
71042068,play,1
71042068,developertools,1
71042068,sbuild,2
71042068,journeytomars,1
71042068,scala,6
71042068,wonderloop,1
71042068,docker,1
71042068,orion,1
71042068,whereisthatbutton,1
71042068,ebola,1
71042068,orientdb,1
71042068,scalaex,6
71042068,berlin,1
71042068,slick,3
71042068,adept,11
71042068,bredbandsbolaget,1
71042068,nordictech,1
71042068,hackhiv,1
71042068,programmer,1
71042068,streams,1
71042068,jfall11,1
71042068,entrepreneurship,1
71042068,scalax,3
71042068,akka,7
71042068,sud14,1
71042068,nosql,1
71042068,sthlmtech,1
71042068,reactive,1
71042068,mhealth,1
71042068,urbit,1
71042068,graphdb,1
71042068,http,1
71042068,momokla,1
71042068,playframework,1
71042068,bitcoin,1
752673,thiscouldbeusbutyouplayin,1
7601752,neverloseagain,1
7601752,kifilibrary,1
7601752,lucene,1
7601752,socialmedia,2
7601752,twitterdeepsearch,14
7601752,blog,1
7601752,allmytweets,1
7601752,whatmatters,2
7601752,analytics,1
7601752,eco,1
7601752,cloud,1
7601752,smm,1
7601752,search,2
7601752,kifi,7
7601752,nextbigthing,1
7601752,clue,1
7601752,leanstartup,1
7601752,sm,1
7601752,everything,1
7601752,trends,1
7601752,knowledge,1
7601752,tech,1
7601752,business,1
7601752,sadcosiusewp8,1
7601752,contextualintelligence,1
7601752,pinterest,1
7601752,startups,3
7601752,lifemade,1
7601752,creative,1
7601752,deepsearch,1
7601752,geekingout,1
7601752,contentmarketing,1
7601752,earthday,1
7601752,jejit,1
14622451,sbt,1
14622451,moretypes,1
14622451,scala,4
14622451,yownight,2
14622451,elmlang,1
14622451,awssummit,1
14622451,specs2,3
14622451,bewarned,1
14622451,docker,1
14622451,honoured,1
14622451,functionalprogramming,2
14622451,spark,1
14622451,deeplearning,1
14622451,machinelearning,1
14622451,swift,1
14622451,haskell,7
14622451,types,1
14622451,scalajs,1
14622451,scalaz,2
14622451,climate,1
14622451,phdstudent,1
14622451,nopressure,1
14622451,shapeless,1
14622451,gradle,1
14622451,theforceawakens,1
14622451,javapackager,1
14622451,swca,1
14622451,playframework,1
14622451,swag,1
14622451,scalatest,1
14622451,deepmind,1
690213,feministhackerbarbie,1
690213,brands,1
690213,alivewhileblack,1
690213,jrw,1
690213,fergusonreport,1
109690809,sigh,1
109690809,rustlang,2
109690809,scala,3
109690809,charliehebdo,1
109690809,golang,1
109690809,fscheck,1
109690809,scrumdayfr,1
109690809,oss,1
109690809,docker,2
109690809,8bit,1
109690809,demoscene,2
109690809,rust,1
109690809,spark,1
109690809,haxe,3
109690809,flatmap,1
109690809,idris,1
109690809,deeplearning,1
109690809,eau,1
109690809,democratic,1
109690809,vgm,1
109690809,amiga,2
109690809,funny,1
109690809,snowden,1
109690809,haskell,2
109690809,nostalgia,1
109690809,lillefrenchtech,1
109690809,livescript,1
109690809,disruption,1
109690809,ubuntu,1
109690809,afrique,1
109690809,cannabis,1
109690809,metal,1
109690809,datasci,1
109690809,haxelang,1
109690809,purescript,4
109690809,startups,1
109690809,usgoodatcoverups,1
109690809,fenchtech,1
109690809,akka,2
109690809,mapreduce,1
109690809,therealmoby,1
109690809,rbmhtech,1
109690809,containers,1
109690809,bbbt,1
109690809,angularjs,1
22874473,josh2016,1
22874473,justreadthefineprint,1
22874473,scala,1
22874473,idris,1
22874473,si2,1
22874473,abudhabi,1
22874473,69th,1
22874473,flight1,1
22874473,shapeless,1
22874473,oman,1
8495542,jvm,2
8495542,jesuischarlie,1
8495542,hardcore,1
8495542,jfokus2015,1
8495542,scala,7
8495542,nescala,2
8495542,finally,1
8495542,asmmakesmyeyesbleed,1
8495542,sofi,3
8495542,akka,3
8495542,libya,1
8495542,d3js,1
8495542,jesuisahmed,1
8495542,http,1
8495542,longread,1
8495542,sbtisgreatonceyougetit,1
14529770,csharp6,1
14529770,botornot,1
14529770,fed,1
14529770,c36,1
14529770,devoxx,2
14529770,roslyn,4
14529770,ethereum,1
14529770,closures,4
14529770,lambda,2
14529770,csharp,1
14529770,notintendedtobeafactualstatement,1
14529770,java,4
14529770,money,1
14529770,jdk7,2
14529770,bitcoin2014,1
14529770,fsharp,1
14529770,wsnparis,1
14529770,bitcoin,7
14529770,bldwin,1
14529770,finance,1
17606964,haskell,2
